,Hybrid,Hybrid_Parent1,Hybrid_Parent2,hybrid_occurrences,p1_children,p2_children
445,GEMN-0096_LH212HT_0008/LH244,GEMN-0096_LH212HT_0008,LH244,18,1,512
446,GEMN-0096_LH212HT_0009/LH244,GEMN-0096_LH212HT_0009,LH244,66,1,512
447,GEMN-0096_LH212HT_0010/LH244,GEMN-0096_LH212HT_0010,LH244,37,1,512
448,GEMN-0096_LH212HT_0011/LH244,GEMN-0096_LH212HT_0011,LH244,20,1,512
449,GEMN-0096_LH212HT_0012/LH244,GEMN-0096_LH212HT_0012,LH244,77,1,512
450,GEMN-0096_LH212HT_0013/LH244,GEMN-0096_LH212HT_0013,LH244,66,1,512
451,GEMN-0096_LH212HT_0014/LH244,GEMN-0096_LH212HT_0014,LH244,7,1,512
452,GEMN-0096_LH212HT_0017/LH244,GEMN-0096_LH212HT_0017,LH244,94,1,512
453,GEMN-0096_LH212HT_0020/LH244,GEMN-0096_LH212HT_0020,LH244,24,1,512
454,GEMN-0096_LH212HT_0021/LH244,GEMN-0096_LH212HT_0021,LH244,39,1,512
455,GEMN-0096_LH212HT_0027/LH244,GEMN-0096_LH212HT_0027,LH244,11,1,512
456,GEMN-0096_PHJ89_0001/LH244,GEMN-0096_PHJ89_0001,LH244,93,1,512
457,GEMN-0096_PHJ89_0002/LH244,GEMN-0096_PHJ89_0002,LH244,89,1,512
458,GEMN-0096_PHJ89_0006/LH244,GEMN-0096_PHJ89_0006,LH244,68,1,512
459,GEMN-0096_PHJ89_0007/LH244,GEMN-0096_PHJ89_0007,LH244,88,1,512
460,GEMN-0096_PHJ89_0009/LH244,GEMN-0096_PHJ89_0009,LH244,93,1,512
461,GEMN-0096_PHJ89_0010/LH244,GEMN-0096_PHJ89_0010,LH244,92,1,512
462,GEMN-0096_PHJ89_0011/LH244,GEMN-0096_PHJ89_0011,LH244,91,1,512
463,GEMN-0096_PHJ89_0012/LH244,GEMN-0096_PHJ89_0012,LH244,79,1,512
464,GEMN-0096_PHJ89_0013/LH244,GEMN-0096_PHJ89_0013,LH244,91,1,512
465,GEMN-0096_PHJ89_0014/LH244,GEMN-0096_PHJ89_0014,LH244,80,1,512
466,GEMN-0096_PHJ89_0016/LH244,GEMN-0096_PHJ89_0016,LH244,64,1,512
467,GEMN-0096_PHJ89_0017/LH244,GEMN-0096_PHJ89_0017,LH244,44,1,512
468,GEMN-0096_PHK76_0001/LH244,GEMN-0096_PHK76_0001,LH244,92,1,512
469,GEMN-0096_PHK76_0002/LH244,GEMN-0096_PHK76_0002,LH244,79,1,512
470,GEMN-0096_PHK76_0003/LH244,GEMN-0096_PHK76_0003,LH244,67,1,512
471,GEMN-0096_PHK76_0004/LH244,GEMN-0096_PHK76_0004,LH244,92,1,512
472,GEMN-0096_PHK76_0006/LH244,GEMN-0096_PHK76_0006,LH244,81,1,512
473,GEMN-0096_PHK76_0007/LH244,GEMN-0096_PHK76_0007,LH244,94,1,512
474,GEMN-0096_PHK76_0008/LH244,GEMN-0096_PHK76_0008,LH244,43,1,512
475,GEMN-0096_PHK76_0009/LH244,GEMN-0096_PHK76_0009,LH244,49,1,512
476,GEMN-0096_PHK76_0010/LH244,GEMN-0096_PHK76_0010,LH244,45,1,512
477,GEMN-0096_PHK76_0013/LH244,GEMN-0096_PHK76_0013,LH244,82,1,512
478,GEMN-0096_PHK76_0014/LH244,GEMN-0096_PHK76_0014,LH244,18,1,512
479,GEMN-0096_PHK76_0015/LH244,GEMN-0096_PHK76_0015,LH244,50,1,512
480,GEMN-0096_PHK76_0016/LH244,GEMN-0096_PHK76_0016,LH244,60,1,512
481,GEMN-0096_PHN46_0001/LH244,GEMN-0096_PHN46_0001,LH244,91,1,512
482,GEMN-0096_PHN46_0002/LH244,GEMN-0096_PHN46_0002,LH244,53,1,512
483,GEMN-0096_PHN46_0003/LH244,GEMN-0096_PHN46_0003,LH244,81,1,512
484,GEMN-0096_PHN46_0004/LH244,GEMN-0096_PHN46_0004,LH244,89,1,512
485,GEMN-0096_PHN46_0005/LH244,GEMN-0096_PHN46_0005,LH244,78,1,512
486,GEMN-0096_PHN46_0007/LH244,GEMN-0096_PHN46_0007,LH244,89,1,512
487,GEMN-0096_PHN46_0008/LH244,GEMN-0096_PHN46_0008,LH244,18,1,512
488,GEMN-0096_PHN46_0009/LH244,GEMN-0096_PHN46_0009,LH244,40,1,512
489,GEMN-0096_PHN46_0010/LH244,GEMN-0096_PHN46_0010,LH244,67,1,512
490,GEMN-0096_PHN46_0011/LH244,GEMN-0096_PHN46_0011,LH244,44,1,512
491,GEMN-0096_PHN46_0012/LH244,GEMN-0096_PHN46_0012,LH244,81,1,512
492,GEMN-0096_PHN46_0013/LH244,GEMN-0096_PHN46_0013,LH244,90,1,512
493,GEMN-0096_PHN46_0014/LH244,GEMN-0096_PHN46_0014,LH244,58,1,512
494,GEMN-0096_PHN46_0018/LH244,GEMN-0096_PHN46_0018,LH244,45,1,512
495,GEMN-0096_PHN46_0020/LH244,GEMN-0096_PHN46_0020,LH244,92,1,512
496,GEMN-0096_PHN46_0023/LH244,GEMN-0096_PHN46_0023,LH244,51,1,512
497,GEMN-0096_PHP02_0001/LH244,GEMN-0096_PHP02_0001,LH244,81,1,512
498,GEMN-0096_PHP02_0002/LH244,GEMN-0096_PHP02_0002,LH244,20,1,512
499,GEMN-0096_PHP02_0003/LH244,GEMN-0096_PHP02_0003,LH244,94,1,512
500,GEMN-0096_PHP02_0004/LH244,GEMN-0096_PHP02_0004,LH244,25,1,512
501,GEMN-0096_PHP02_0005/LH244,GEMN-0096_PHP02_0005,LH244,90,1,512
502,GEMN-0096_PHP02_0006/LH244,GEMN-0096_PHP02_0006,LH244,87,1,512
503,GEMN-0096_PHP02_0007/LH244,GEMN-0096_PHP02_0007,LH244,80,1,512
504,GEMN-0096_PHP02_0008/LH244,GEMN-0096_PHP02_0008,LH244,11,1,512
505,GEMN-0096_PHP02_0009/LH244,GEMN-0096_PHP02_0009,LH244,49,1,512
506,GEMN-0096_PHP02_0010/LH244,GEMN-0096_PHP02_0010,LH244,12,1,512
507,GEMN-0096_PHP02_0011/LH244,GEMN-0096_PHP02_0011,LH244,83,1,512
508,GEMN-0096_PHP02_0012/LH244,GEMN-0096_PHP02_0012,LH244,92,1,512
509,GEMN-0096_PHP02_0015/LH244,GEMN-0096_PHP02_0015,LH244,28,1,512
510,GEMN-0096_PHP02_0016/LH244,GEMN-0096_PHP02_0016,LH244,92,1,512
511,GEMN-0096_PHP02_0017/LH244,GEMN-0096_PHP02_0017,LH244,42,1,512
512,GEMN-0096_PHP02_0022/LH244,GEMN-0096_PHP02_0022,LH244,20,1,512
513,GEMN-0096_PHP02_0025/LH244,GEMN-0096_PHP02_0025,LH244,72,1,512
514,GEMN-0096_PHP02_0030/LH244,GEMN-0096_PHP02_0030,LH244,77,1,512
515,GEMN-0097/LH244,GEMN-0097,LH244,94,2,512
516,GEMN-0097/PHB47,GEMN-0097,PHB47,19,2,277
517,GEMN-0097_LH212HT_0002/LH244,GEMN-0097_LH212HT_0002,LH244,38,1,512
518,GEMN-0097_LH212HT_0004/LH244,GEMN-0097_LH212HT_0004,LH244,61,1,512
519,GEMN-0097_LH212HT_0017/LH244,GEMN-0097_LH212HT_0017,LH244,8,1,512
520,GEMN-0097_LH212HT_0018/LH244,GEMN-0097_LH212HT_0018,LH244,16,1,512
521,GEMN-0097_LH212HT_0019/LH244,GEMN-0097_LH212HT_0019,LH244,80,1,512
522,GEMN-0097_LH212HT_0020/LH244,GEMN-0097_LH212HT_0020,LH244,81,1,512
523,GEMN-0097_LH212HT_0023/LH244,GEMN-0097_LH212HT_0023,LH244,26,1,512
524,GEMN-0097_LH212HT_0026/LH244,GEMN-0097_LH212HT_0026,LH244,85,1,512
525,GEMN-0097_LH212HT_0032/LH244,GEMN-0097_LH212HT_0032,LH244,64,1,512
526,GEMN-0097_LH212HT_0034/LH244,GEMN-0097_LH212HT_0034,LH244,18,1,512
527,GEMN-0097_LH212HT_0039/LH244,GEMN-0097_LH212HT_0039,LH244,38,1,512
528,GEMN-0097_LH212HT_0046/LH244,GEMN-0097_LH212HT_0046,LH244,7,1,512
529,GEMN-0097_LH212HT_0047/LH244,GEMN-0097_LH212HT_0047,LH244,79,1,512
530,GEMN-0097_LH212HT_0051/LH244,GEMN-0097_LH212HT_0051,LH244,45,1,512
531,GEMN-0097_LH212HT_0054/LH244,GEMN-0097_LH212HT_0054,LH244,62,1,512
532,GEMN-0097_LH212HT_0058/LH244,GEMN-0097_LH212HT_0058,LH244,91,1,512
533,GEMN-0097_LH212HT_0061/LH244,GEMN-0097_LH212HT_0061,LH244,42,1,512
534,GEMN-0097_LH212HT_0062/LH244,GEMN-0097_LH212HT_0062,LH244,90,1,512
535,GEMN-0097_LH212HT_0069/LH244,GEMN-0097_LH212HT_0069,LH244,79,1,512
536,GEMN-0097_LH212HT_0074/LH244,GEMN-0097_LH212HT_0074,LH244,41,1,512
537,GEMN-0097_LH212HT_0078/LH244,GEMN-0097_LH212HT_0078,LH244,26,1,512
538,GEMN-0097_LH212HT_0085/LH244,GEMN-0097_LH212HT_0085,LH244,93,1,512
539,GEMN-0097_LH212HT_0090/LH244,GEMN-0097_LH212HT_0090,LH244,27,1,512
540,GEMN-0097_PHJ89_0001/LH244,GEMN-0097_PHJ89_0001,LH244,96,1,512
541,GEMN-0097_PHJ89_0002/LH244,GEMN-0097_PHJ89_0002,LH244,80,1,512
542,GEMN-0097_PHJ89_0003/LH244,GEMN-0097_PHJ89_0003,LH244,80,1,512
543,GEMN-0097_PHJ89_0004/LH244,GEMN-0097_PHJ89_0004,LH244,16,1,512
544,GEMN-0097_PHJ89_0005/LH244,GEMN-0097_PHJ89_0005,LH244,83,1,512
545,GEMN-0097_PHJ89_0006/LH244,GEMN-0097_PHJ89_0006,LH244,72,1,512
546,GEMN-0097_PHJ89_0007/LH244,GEMN-0097_PHJ89_0007,LH244,92,1,512
547,GEMN-0097_PHJ89_0008/LH244,GEMN-0097_PHJ89_0008,LH244,88,1,512
548,GEMN-0097_PHJ89_0010/LH244,GEMN-0097_PHJ89_0010,LH244,94,1,512
549,GEMN-0097_PHJ89_0011/LH244,GEMN-0097_PHJ89_0011,LH244,74,1,512
550,GEMN-0097_PHJ89_0012/LH244,GEMN-0097_PHJ89_0012,LH244,95,1,512
551,GEMN-0097_PHJ89_0013/LH244,GEMN-0097_PHJ89_0013,LH244,82,1,512
552,GEMN-0097_PHJ89_0016/LH244,GEMN-0097_PHJ89_0016,LH244,91,1,512
553,GEMN-0097_PHJ89_0020/LH244,GEMN-0097_PHJ89_0020,LH244,68,1,512
554,GEMN-0097_PHJ89_0023/LH244,GEMN-0097_PHJ89_0023,LH244,37,1,512
555,GEMN-0097_PHJ89_0025/LH244,GEMN-0097_PHJ89_0025,LH244,90,1,512
556,GEMN-0097_PHJ89_0026/LH244,GEMN-0097_PHJ89_0026,LH244,95,1,512
557,GEMN-0097_PHJ89_0027/LH244,GEMN-0097_PHJ89_0027,LH244,90,1,512
558,GEMN-0097_PHJ89_0028/LH244,GEMN-0097_PHJ89_0028,LH244,89,1,512
559,GEMN-0097_PHJ89_0029/LH244,GEMN-0097_PHJ89_0029,LH244,71,1,512
560,GEMN-0097_PHJ89_0033/LH244,GEMN-0097_PHJ89_0033,LH244,25,1,512
561,GEMN-0097_PHJ89_0036/LH244,GEMN-0097_PHJ89_0036,LH244,83,1,512
562,GEMN-0097_PHJ89_0039/LH244,GEMN-0097_PHJ89_0039,LH244,83,1,512
563,GEMN-0097_PHK76_0002/LH244,GEMN-0097_PHK76_0002,LH244,38,1,512
564,GEMN-0097_PHK76_0003/LH244,GEMN-0097_PHK76_0003,LH244,82,1,512
565,GEMN-0097_PHK76_0007/LH244,GEMN-0097_PHK76_0007,LH244,88,1,512
566,GEMN-0097_PHK76_0009/LH244,GEMN-0097_PHK76_0009,LH244,91,1,512
567,GEMN-0097_PHK76_0010/LH244,GEMN-0097_PHK76_0010,LH244,17,1,512
568,GEMN-0097_PHK76_0011/LH244,GEMN-0097_PHK76_0011,LH244,68,1,512
569,GEMN-0097_PHK76_0012/LH244,GEMN-0097_PHK76_0012,LH244,19,1,512
570,GEMN-0097_PHK76_0014/LH244,GEMN-0097_PHK76_0014,LH244,81,1,512
571,GEMN-0097_PHK76_0015/LH244,GEMN-0097_PHK76_0015,LH244,66,1,512
572,GEMN-0097_PHK76_0016/LH244,GEMN-0097_PHK76_0016,LH244,12,1,512
573,GEMN-0097_PHK76_0017/LH244,GEMN-0097_PHK76_0017,LH244,9,1,512
574,GEMN-0097_PHK76_0018/LH244,GEMN-0097_PHK76_0018,LH244,88,1,512
575,GEMN-0097_PHK76_0021/LH244,GEMN-0097_PHK76_0021,LH244,78,1,512
576,GEMN-0097_PHK76_0023/LH244,GEMN-0097_PHK76_0023,LH244,16,1,512
577,GEMN-0097_PHK76_0029/LH244,GEMN-0097_PHK76_0029,LH244,6,1,512
578,GEMN-0097_PHK76_0032/LH244,GEMN-0097_PHK76_0032,LH244,21,1,512
579,GEMN-0097_PHK76_0036/LH244,GEMN-0097_PHK76_0036,LH244,44,1,512
580,GEMN-0097_PHK76_0037/LH244,GEMN-0097_PHK76_0037,LH244,60,1,512
581,GEMN-0097_PHK76_0038/LH244,GEMN-0097_PHK76_0038,LH244,93,1,512
582,GEMN-0097_PHK76_0039/LH244,GEMN-0097_PHK76_0039,LH244,79,1,512
583,GEMN-0097_PHK76_0041/LH244,GEMN-0097_PHK76_0041,LH244,89,1,512
584,GEMN-0097_PHK76_0048/LH244,GEMN-0097_PHK76_0048,LH244,82,1,512
585,GEMN-0097_PHK76_0050/LH244,GEMN-0097_PHK76_0050,LH244,5,1,512
586,GEMN-0097_PHK76_0052/LH244,GEMN-0097_PHK76_0052,LH244,11,1,512
587,GEMN-0097_PHK76_0053/LH244,GEMN-0097_PHK76_0053,LH244,78,1,512
588,GEMN-0097_PHK76_0055/LH244,GEMN-0097_PHK76_0055,LH244,88,1,512
589,GEMN-0097_PHK76_0060/LH244,GEMN-0097_PHK76_0060,LH244,91,1,512
590,GEMN-0097_PHN46_0001/LH244,GEMN-0097_PHN46_0001,LH244,92,1,512
591,GEMN-0097_PHN46_0002/LH244,GEMN-0097_PHN46_0002,LH244,9,1,512
592,GEMN-0097_PHN46_0003/LH244,GEMN-0097_PHN46_0003,LH244,67,1,512
593,GEMN-0097_PHN46_0004/LH244,GEMN-0097_PHN46_0004,LH244,76,1,512
594,GEMN-0097_PHN46_0005/LH244,GEMN-0097_PHN46_0005,LH244,80,1,512
595,GEMN-0097_PHN46_0006/LH244,GEMN-0097_PHN46_0006,LH244,13,1,512
596,GEMN-0097_PHN46_0007/LH244,GEMN-0097_PHN46_0007,LH244,49,1,512
597,GEMN-0097_PHN46_0008/LH244,GEMN-0097_PHN46_0008,LH244,65,1,512
598,GEMN-0097_PHN46_0009/LH244,GEMN-0097_PHN46_0009,LH244,18,1,512
599,GEMN-0097_PHN46_0010/LH244,GEMN-0097_PHN46_0010,LH244,11,1,512
600,GEMN-0097_PHN46_0011/LH244,GEMN-0097_PHN46_0011,LH244,92,1,512
601,GEMN-0097_PHN46_0012/LH244,GEMN-0097_PHN46_0012,LH244,5,1,512
602,GEMN-0097_PHN46_0013/LH244,GEMN-0097_PHN46_0013,LH244,44,1,512
603,GEMN-0097_PHN46_0014/LH244,GEMN-0097_PHN46_0014,LH244,91,1,512
604,GEMN-0097_PHN46_0016/LH244,GEMN-0097_PHN46_0016,LH244,49,1,512
605,GEMN-0097_PHN46_0018/LH244,GEMN-0097_PHN46_0018,LH244,89,1,512
606,GEMN-0097_PHP02_0001/LH244,GEMN-0097_PHP02_0001,LH244,43,1,512
607,GEMN-0097_PHP02_0002/LH244,GEMN-0097_PHP02_0002,LH244,78,1,512
608,GEMN-0097_PHP02_0003/LH244,GEMN-0097_PHP02_0003,LH244,79,1,512
609,GEMN-0097_PHP02_0005/LH244,GEMN-0097_PHP02_0005,LH244,95,1,512
610,GEMN-0097_PHP02_0006/LH244,GEMN-0097_PHP02_0006,LH244,80,1,512
611,GEMN-0097_PHP02_0007/LH244,GEMN-0097_PHP02_0007,LH244,89,1,512
612,GEMN-0098/LH244,GEMN-0098,LH244,97,1,512
613,GEMN-0104/LH244,GEMN-0104,LH244,38,1,512
614,GEMN-0124/LH244,GEMN-0124,LH244,91,1,512
615,GEMN-0135/LH244,GEMN-0135,LH244,18,1,512
616,GEMN-0138/PHB47,GEMN-0138,PHB47,10,1,277
617,GEMN-0144/LH244,GEMN-0144,LH244,97,2,512
618,GEMN-0144/PHB47,GEMN-0144,PHB47,10,2,277
619,GEMN-0145/PHB47,GEMN-0145,PHB47,24,1,277
620,GEMN-0155/PHB47,GEMN-0155,PHB47,24,1,277
621,GEMN-0156/PHB47,GEMN-0156,PHB47,16,1,277
622,GEMN-0157/LH244,GEMN-0157,LH244,94,1,512
623,GEMN-0177/LH244,GEMN-0177,LH244,75,1,512
624,GEMN-0178/LH244,GEMN-0178,LH244,79,2,512
625,GEMN-0178/PHB47,GEMN-0178,PHB47,24,2,277
626,GEMN-0187/LH244,GEMN-0187,LH244,89,1,512
627,GEMN-0192/LH244,GEMN-0192,LH244,83,2,512
628,GEMN-0192/PHB47,GEMN-0192,PHB47,23,2,277
629,GEMN-0192_LH212HT_0001/LH244,GEMN-0192_LH212HT_0001,LH244,93,1,512
630,GEMN-0192_LH212HT_0002/LH244,GEMN-0192_LH212HT_0002,LH244,20,1,512
631,GEMN-0192_LH212HT_0006/LH244,GEMN-0192_LH212HT_0006,LH244,91,1,512
632,GEMN-0192_LH212HT_0007/LH244,GEMN-0192_LH212HT_0007,LH244,11,1,512
633,GEMN-0192_LH212HT_0008/LH244,GEMN-0192_LH212HT_0008,LH244,41,1,512
634,GEMN-0192_LH212HT_0009/LH244,GEMN-0192_LH212HT_0009,LH244,10,1,512
635,GEMN-0192_LH212HT_0010/LH244,GEMN-0192_LH212HT_0010,LH244,81,1,512
636,GEMN-0192_LH212HT_0011/LH244,GEMN-0192_LH212HT_0011,LH244,93,1,512
637,GEMN-0192_LH212HT_0012/LH244,GEMN-0192_LH212HT_0012,LH244,79,1,512
638,GEMN-0192_LH212HT_0013/LH244,GEMN-0192_LH212HT_0013,LH244,56,1,512
639,GEMN-0192_LH212HT_0014/LH244,GEMN-0192_LH212HT_0014,LH244,80,1,512
640,GEMN-0192_LH212HT_0015/LH244,GEMN-0192_LH212HT_0015,LH244,42,1,512
641,GEMN-0192_LH212HT_0016/LH244,GEMN-0192_LH212HT_0016,LH244,32,1,512
642,GEMN-0192_LH212HT_0018/LH244,GEMN-0192_LH212HT_0018,LH244,90,1,512
643,GEMN-0192_LH212HT_0021/LH244,GEMN-0192_LH212HT_0021,LH244,80,1,512
644,GEMN-0192_LH212HT_0023/LH244,GEMN-0192_LH212HT_0023,LH244,81,1,512
645,GEMN-0192_LH212HT_0026/LH244,GEMN-0192_LH212HT_0026,LH244,15,1,512
646,GEMN-0192_PHJ89_0001/LH244,GEMN-0192_PHJ89_0001,LH244,83,1,512
647,GEMN-0192_PHJ89_0002/LH244,GEMN-0192_PHJ89_0002,LH244,74,1,512
648,GEMN-0192_PHK76_0002/LH244,GEMN-0192_PHK76_0002,LH244,84,1,512
649,GEMN-0192_PHK76_0004/LH244,GEMN-0192_PHK76_0004,LH244,94,1,512
650,GEMN-0192_PHK76_0005/LH244,GEMN-0192_PHK76_0005,LH244,93,1,512
651,GEMN-0192_PHK76_0006/LH244,GEMN-0192_PHK76_0006,LH244,91,1,512
652,GEMN-0192_PHK76_0007/LH244,GEMN-0192_PHK76_0007,LH244,57,1,512
653,GEMN-0192_PHK76_0008/LH244,GEMN-0192_PHK76_0008,LH244,79,1,512
654,GEMN-0192_PHK76_0009/LH244,GEMN-0192_PHK76_0009,LH244,81,1,512
655,GEMN-0192_PHK76_0010/LH244,GEMN-0192_PHK76_0010,LH244,90,1,512
656,GEMN-0192_PHK76_0011/LH244,GEMN-0192_PHK76_0011,LH244,81,1,512
657,GEMN-0192_PHK76_0012/LH244,GEMN-0192_PHK76_0012,LH244,94,1,512
658,GEMN-0192_PHK76_0013/LH244,GEMN-0192_PHK76_0013,LH244,95,1,512
659,GEMN-0192_PHK76_0014/LH244,GEMN-0192_PHK76_0014,LH244,89,1,512
660,GEMN-0192_PHK76_0015/LH244,GEMN-0192_PHK76_0015,LH244,92,1,512
661,GEMN-0192_PHK76_0016/LH244,GEMN-0192_PHK76_0016,LH244,90,1,512
662,GEMN-0192_PHK76_0017/LH244,GEMN-0192_PHK76_0017,LH244,39,1,512
663,GEMN-0192_PHK76_0018/LH244,GEMN-0192_PHK76_0018,LH244,17,1,512
664,GEMN-0192_PHK76_0019/LH244,GEMN-0192_PHK76_0019,LH244,81,1,512
665,GEMN-0192_PHK76_0021/LH244,GEMN-0192_PHK76_0021,LH244,82,1,512
666,GEMN-0192_PHK76_0025/LH244,GEMN-0192_PHK76_0025,LH244,80,1,512
667,GEMN-0192_PHK76_0027/LH244,GEMN-0192_PHK76_0027,LH244,49,1,512
668,GEMN-0192_PHK76_0028/LH244,GEMN-0192_PHK76_0028,LH244,88,1,512
669,GEMN-0192_PHK76_0030/LH244,GEMN-0192_PHK76_0030,LH244,80,1,512
670,GEMN-0192_PHK76_0032/LH244,GEMN-0192_PHK76_0032,LH244,80,1,512
671,GEMN-0192_PHK76_0033/LH244,GEMN-0192_PHK76_0033,LH244,79,1,512
672,GEMN-0192_PHK76_0035/LH244,GEMN-0192_PHK76_0035,LH244,81,1,512
673,GEMN-0192_PHK76_0036/LH244,GEMN-0192_PHK76_0036,LH244,94,1,512
674,GEMN-0192_PHK76_0037/LH244,GEMN-0192_PHK76_0037,LH244,34,1,512
675,GEMN-0192_PHK76_0041/LH244,GEMN-0192_PHK76_0041,LH244,41,1,512
676,GEMN-0192_PHK76_0044/LH244,GEMN-0192_PHK76_0044,LH244,78,1,512
677,GEMN-0192_PHK76_0045/LH244,GEMN-0192_PHK76_0045,LH244,62,1,512
678,GEMN-0192_PHN46_0001/LH244,GEMN-0192_PHN46_0001,LH244,39,1,512
679,GEMN-0192_PHN46_0002/LH244,GEMN-0192_PHN46_0002,LH244,80,1,512
680,GEMN-0192_PHN46_0003/LH244,GEMN-0192_PHN46_0003,LH244,77,1,512
681,GEMN-0192_PHN46_0004/LH244,GEMN-0192_PHN46_0004,LH244,80,1,512
682,GEMN-0192_PHN46_0005/LH244,GEMN-0192_PHN46_0005,LH244,90,1,512
683,GEMN-0192_PHN46_0006/LH244,GEMN-0192_PHN46_0006,LH244,90,1,512
684,GEMN-0192_PHN46_0007/LH244,GEMN-0192_PHN46_0007,LH244,15,1,512
685,GEMN-0192_PHN46_0008/LH244,GEMN-0192_PHN46_0008,LH244,89,1,512
686,GEMN-0192_PHN46_0009/LH244,GEMN-0192_PHN46_0009,LH244,58,1,512
687,GEMN-0192_PHN46_0010/LH244,GEMN-0192_PHN46_0010,LH244,90,1,512
688,GEMN-0192_PHN46_0011/LH244,GEMN-0192_PHN46_0011,LH244,68,1,512
689,GEMN-0192_PHN46_0012/LH244,GEMN-0192_PHN46_0012,LH244,60,1,512
690,GEMN-0192_PHN46_0014/LH244,GEMN-0192_PHN46_0014,LH244,81,1,512
691,GEMN-0192_PHN46_0015/LH244,GEMN-0192_PHN46_0015,LH244,90,1,512
692,GEMN-0192_PHN46_0017/LH244,GEMN-0192_PHN46_0017,LH244,54,1,512
693,GEMN-0192_PHN46_0018/LH244,GEMN-0192_PHN46_0018,LH244,44,1,512
694,GEMN-0192_PHN46_0019/LH244,GEMN-0192_PHN46_0019,LH244,27,1,512
695,GEMN-0192_PHN46_0020/LH244,GEMN-0192_PHN46_0020,LH244,36,1,512
696,GEMN-0192_PHN46_0021/LH244,GEMN-0192_PHN46_0021,LH244,9,1,512
697,GEMN-0192_PHN46_0025/LH244,GEMN-0192_PHN46_0025,LH244,95,1,512
698,GEMN-0192_PHP02_0001/LH244,GEMN-0192_PHP02_0001,LH244,90,1,512
699,GEMN-0192_PHP02_0003/LH244,GEMN-0192_PHP02_0003,LH244,81,1,512
700,GEMN-0207/LH244,GEMN-0207,LH244,9,1,512
701,GEMN-0225/LH244,GEMN-0225,LH244,82,1,512
702,GEMN-0225_LH212HT_0002/LH244,GEMN-0225_LH212HT_0002,LH244,79,1,512
703,GEMN-0225_LH212HT_0003/LH244,GEMN-0225_LH212HT_0003,LH244,36,1,512
704,GEMN-0225_LH212HT_0005/LH244,GEMN-0225_LH212HT_0005,LH244,76,1,512
705,GEMN-0225_LH212HT_0006/LH244,GEMN-0225_LH212HT_0006,LH244,70,1,512
706,GEMN-0225_LH212HT_0008/LH244,GEMN-0225_LH212HT_0008,LH244,95,1,512
707,GEMN-0225_LH212HT_0009/LH244,GEMN-0225_LH212HT_0009,LH244,30,1,512
708,GEMN-0225_LH212HT_0015/LH244,GEMN-0225_LH212HT_0015,LH244,95,1,512
709,GEMN-0225_LH212HT_0017/LH244,GEMN-0225_LH212HT_0017,LH244,79,1,512
710,GEMN-0225_LH212HT_0021/LH244,GEMN-0225_LH212HT_0021,LH244,24,1,512
711,GEMN-0225_LH212HT_0022/LH244,GEMN-0225_LH212HT_0022,LH244,22,1,512
712,GEMN-0225_LH212HT_0023/LH244,GEMN-0225_LH212HT_0023,LH244,32,1,512
713,GEMN-0225_LH212HT_0024/LH244,GEMN-0225_LH212HT_0024,LH244,79,1,512
714,GEMN-0225_LH212HT_0025/LH244,GEMN-0225_LH212HT_0025,LH244,42,1,512
715,GEMN-0225_LH212HT_0028/LH244,GEMN-0225_LH212HT_0028,LH244,32,1,512
716,GEMN-0225_LH212HT_0029/LH244,GEMN-0225_LH212HT_0029,LH244,79,1,512
717,GEMN-0225_LH212HT_0033/LH244,GEMN-0225_LH212HT_0033,LH244,41,1,512
718,GEMN-0225_LH212HT_0036/LH244,GEMN-0225_LH212HT_0036,LH244,57,1,512
719,GEMN-0225_LH212HT_0038/LH244,GEMN-0225_LH212HT_0038,LH244,23,1,512
720,GEMN-0225_LH212HT_0040/LH244,GEMN-0225_LH212HT_0040,LH244,48,1,512
721,GEMN-0225_LH212HT_0043/LH244,GEMN-0225_LH212HT_0043,LH244,80,1,512
722,GEMN-0225_PHJ89_0001/LH244,GEMN-0225_PHJ89_0001,LH244,91,1,512
723,GEMN-0225_PHJ89_0002/LH244,GEMN-0225_PHJ89_0002,LH244,60,1,512
724,GEMN-0225_PHJ89_0003/LH244,GEMN-0225_PHJ89_0003,LH244,92,1,512
725,GEMN-0225_PHJ89_0004/LH244,GEMN-0225_PHJ89_0004,LH244,89,1,512
726,GEMN-0225_PHJ89_0005/LH244,GEMN-0225_PHJ89_0005,LH244,93,1,512
727,GEMN-0225_PHJ89_0006/LH244,GEMN-0225_PHJ89_0006,LH244,78,1,512
728,GEMN-0225_PHJ89_0007/LH244,GEMN-0225_PHJ89_0007,LH244,10,1,512
729,GEMN-0225_PHJ89_0008/LH244,GEMN-0225_PHJ89_0008,LH244,70,1,512
730,GEMN-0225_PHJ89_0009/LH244,GEMN-0225_PHJ89_0009,LH244,81,1,512
731,GEMN-0225_PHJ89_0013/LH244,GEMN-0225_PHJ89_0013,LH244,79,1,512
732,GEMN-0225_PHJ89_0014/LH244,GEMN-0225_PHJ89_0014,LH244,25,1,512
733,GEMN-0225_PHJ89_0015/LH244,GEMN-0225_PHJ89_0015,LH244,60,1,512
734,GEMN-0225_PHJ89_0016/LH244,GEMN-0225_PHJ89_0016,LH244,77,1,512
735,GEMN-0225_PHJ89_0017/LH244,GEMN-0225_PHJ89_0017,LH244,80,1,512
736,GEMN-0225_PHJ89_0018/LH244,GEMN-0225_PHJ89_0018,LH244,47,1,512
